frame,t_s,tfl_c,tfl_roll_sp,tfl_pitch_sp,tfl_yaw_sp,pt_c,pt_roll_sp,pt_pitch_sp,pt_yaw_sp
228,0.7171804528301887,8.588437,0.22066945,0.045898408,-1.4642122,8.591788,0.2205812,0.045870632,-1.464737
229,0.7203259811320755,8.624695,0.21750093,0.039244443,-1.4633691,8.628357,0.2174035,0.039221764,-1.46391
230,0.7234715094339623,9.070588,0.19690669,0.03528756,-1.4762945,9.073065,0.1968421,0.035285026,-1.4768137
231,0.7266170377358491,9.257996,0.18383068,0.03403297,-1.496233,9.259031,0.18380848,0.034035653,-1.4967531
232,0.7297625660377359,9.101037,0.15208143,0.031137198,-1.5105147,9.103332,0.15207347,0.031144023,-1.5110444
233,0.7329080943396227,9.274368,0.13566124,0.017793775,-1.5336967,9.274451,0.13560545,0.017879963,-1.5341974
234,0.7360536226415094,9.951788,0.11337757,0.019156039,-1.5593829,9.951596,0.11329946,0.019252926,-1.559925
235,0.7391991509433963,10.174817,0.110313654,0.031100452,-1.5721977,10.173182,0.11023921,0.031186879,-1.5727402
236,0.742344679245283,10.684219,0.0877963,0.018948346,-1.5749052,10.682314,0.0877417,0.019025415,-1.5754436
237,0.7454902075471699,10.588777,0.091991335,0.020647705,-1.5692229,10.586449,0.091962785,0.020711005,-1.5697621
238,0.7486357358490566,10.433089,0.096814305,0.015357107,-1.5542078,10.430147,0.09681216,0.015396148,-1.5546995
239,0.7517812641509435,10.172904,0.11574459,0.014060885,-1.5308337,10.169774,0.115722686,0.014090836,-1.5313166
240,0.7549267924528302,9.945797,0.13033718,0.004114777,-1.5232332,9.942732,0.13027507,0.0041538775,-1.5236953
241,0.758072320754717,9.575277,0.13883895,0.0034890473,-1.4882796,9.572436,0.13873845,0.003500402,-1.4887341
242,0.7612178490566038,8.791028,0.15388,-0.0006426275,-1.460825,8.787819,0.15379873,-0.000605762,-1.4612695
243,0.7643633773584906,8.175896,0.15604448,0.00037527084,-1.4420753,8.172798,0.15596619,0.00040215254,-1.4425119
244,0.7675089056603774,8.119503,0.15476757,-0.001770556,-1.4333084,8.11596,0.15470913,-0.0017524958,-1.4337391
245,0.7706544339622642,8.299086,0.13781226,0.007626772,-1.4446349,8.295086,0.1377354,0.007656783,-1.4450806
246,0.7737999622641509,8.226894,0.13150194,0.007831067,-1.4446964,8.222171,0.13145015,0.00785318,-1.4451267
247,0.7769454905660378,7.3875265,0.1430881,0.020316005,-1.4373825,7.3821077,0.14299002,0.020328224,-1.437791
248,0.7800910188679245,6.781831,0.16841257,0.028595567,-1.4332917,6.775525,0.16831008,0.028587699,-1.4336742
249,0.7832365471698114,6.1319904,0.14978963,0.052588165,-1.4409745,6.1256523,0.14970914,0.052565545,-1.4413611
250,0.7863820754716981,5.446056,0.14747089,0.04831919,-1.4910414,5.4391065,0.14739668,0.04829532,-1.4914247
251,0.789527603773585,6.021854,0.116511226,0.044727564,-1.5422282,6.013657,0.116532475,0.044707984,-1.5426444
252,0.7926731320754717,6.1423583,0.101629674,0.049813032,-1.5622115,6.1334867,0.101661295,0.049794525,-1.5626434
253,0.7958186603773585,7.312909,0.05785358,0.042493105,-1.5905399,7.304286,0.057866424,0.042453766,-1.5910076
254,0.7989641886792453,8.143533,0.05855897,0.04263094,-1.5834458,8.138637,0.058591217,0.042637408,-1.5839378
255,0.8021097169811321,8.397763,0.070043,0.048369348,-1.5677476,8.3926,0.07008475,0.04837501,-1.5682243
256,0.805255245283019,8.767349,0.068508714,0.052485317,-1.5616269,8.766517,0.068486184,0.05249849,-1.5620788
257,0.8084007735849057,9.384264,0.073005676,0.0574919,-1.5516214,9.383984,0.07292259,0.057475,-1.5520657
258,0.8115463018867924,9.183276,0.08118883,0.05991298,-1.5495806,9.181917,0.08107677,0.05992794,-1.5500625
259,0.8146918301886793,8.204998,0.080542,0.054659367,-1.5674827,8.203497,0.08043781,0.054680467,-1.5679601
260,0.817837358490566,7.8557935,0.0742518,0.052485257,-1.5740929,7.8544726,0.0741286,0.052499324,-1.574572
261,0.8209828867924529,7.4839754,0.060068548,0.05067706,-1.5773475,7.482901,0.05999005,0.05069205,-1.5778254
262,0.8241284150943397,8.223443,0.034262955,0.029794663,-1.5787761,8.222155,0.03421387,0.029806316,-1.5792438
263,0.8272739433962264,8.056956,0.06581533,0.020915985,-1.5773361,8.056519,0.06572485,0.02091062,-1.577834
264,0.8304194716981133,8.626898,0.07908514,0.024783313,-1.57672,8.628498,0.07894805,0.024816543,-1.5772091
265,0.833565,9.040003,0.07630998,0.011990339,-1.5701344,9.041536,0.076132715,0.011978179,-1.570655
266,0.8367105283018869,9.083158,0.07146931,0.012598991,-1.5648279,9.084228,0.07130465,0.012587905,-1.5653352
267,0.8398560566037736,8.856228,0.0778963,0.019445956,-1.5684791,8.858111,0.07777515,0.019478261,-1.5689656
268,0.8430015849056605,8.419886,0.08596334,0.02617979,-1.5723777,8.422033,0.08582023,0.026193887,-1.572877
269,0.8461471132075472,8.639885,0.07766616,0.027754217,-1.5712166,8.641393,0.07754439,0.027768463,-1.571709
270,0.849292641509434,8.716418,0.07341266,0.020049363,-1.5716453,8.71807,0.073278934,0.020041049,-1.5721589
271,0.8524381698113208,8.922926,0.06632173,0.008540183,-1.5674114,8.924858,0.0662131,0.00856182,-1.5679046
272,0.8555836981132076,9.231567,0.049837857,0.0017595887,-1.5669856,9.23338,0.049797297,0.0017883182,-1.5674754
273,0.8587292264150944,9.377599,0.042338938,-0.0012334287,-1.5666006,9.378285,0.04231921,-0.0011974275,-1.5671066
274,0.8618747547169812,9.365469,0.03952205,-0.0026599765,-1.5650332,9.366291,0.039515406,-0.002629757,-1.5655369
275,0.8650202830188679,9.241716,0.03940606,-0.0023480356,-1.5650988,9.244153,0.0393537,-0.0023245811,-1.565576
276,0.8681658113207548,9.204534,0.039417982,-3.695488e-05,-1.5662868,9.206759,0.039354354,-6.7055225e-06,-1.5667664
277,0.8713113396226415,9.350449,0.035794586,-0.0032567382,-1.5681999,9.352372,0.035744637,-0.003224641,-1.5686926
278,0.8744568679245284,9.236996,0.026832938,0.0050800145,-1.5704272,9.239585,0.026771039,0.0051015615,-1.5709141
279,0.8776023962264151,9.43833,0.03613752,0.00031909347,-1.5780351,9.440827,0.03612265,0.00033730268,-1.5785052
280,0.880747924528302,9.682787,0.040418804,-0.008067071,-1.5785637,9.685469,0.040411502,-0.00806424,-1.5790251
281,0.8838934528301887,9.63192,0.04075837,-0.006212443,-1.5755532,9.633874,0.040704757,-0.006198317,-1.5760244
282,0.8870389811320755,9.5332775,0.03257501,0.00433141,-1.5748749,9.534287,0.032521516,0.0043776035,-1.5753676
283,0.8901845094339623,9.621031,0.029830843,-0.00046008825,-1.574928,9.623265,0.029765457,-0.00042700768,-1.5754298
284,0.8933300377358491,9.770684,0.02723822,-0.0070270896,-1.5753319,9.771957,0.027159035,-0.007000774,-1.5758485
285,0.8964755660377359,9.639377,0.027980655,-0.0019689798,-1.575974,9.6416,0.027923554,-0.0019654334,-1.576455
286,0.8996210943396227,9.870869,0.028498948,-0.005179167,-1.576858,9.872557,0.02850312,-0.005159855,-1.577319
287,0.9027666226415094,9.851078,0.03070724,-0.0030480623,-1.5846579,9.852676,0.03066811,-0.003048867,-1.5851334
288,0.9059121509433963,9.614773,0.040641934,-0.0014595389,-1.5889957,9.615497,0.040608972,-0.0014444292,-1.5894777
289,0.909057679245283,9.390693,0.033897668,0.00030112267,-1.5906858,9.391579,0.033895522,0.0003194511,-1.591178
290,0.9122032075471699,9.459913,0.028082669,-6.952882e-05,-1.5894618,9.461014,0.028052866,-6.222725e-05,-1.5899583
291,0.9153487358490566,9.51158,0.028455913,-0.001263082,-1.5897701,9.511988,0.02843216,-0.0012414753,-1.5902768
292,0.9184942641509435,9.38855,0.03260812,0.000772208,-1.5882108,9.389939,0.03253615,0.0007992089,-1.5887076
293,0.9216397924528302,8.973171,0.024829686,0.0052191913,-1.5869036,8.974357,0.024805784,0.0052365065,-1.5874065
294,0.924785320754717,8.112063,0.028405428,0.009973973,-1.5870848,8.112293,0.02838397,0.00997445,-1.5875748
295,0.9279308490566038,7.759763,0.03753826,0.005307704,-1.5949471,7.760889,0.03755653,0.005304098,-1.5954434
296,0.9310763773584906,7.770438,0.049084604,0.0027091801,-1.5956554,7.7704153,0.049091786,0.0027303994,-1.5961391
297,0.9342219056603774,7.0099936,0.052283168,0.009795845,-1.5934889,7.0090303,0.052336246,0.009785682,-1.593969
298,0.9373674339622642,6.643656,0.036815733,0.0091997385,-1.5871141,6.643426,0.036889136,0.0092051625,-1.587591
299,0.9405129622641509,6.7158546,0.032463133,0.014970422,-1.5829561,6.716075,0.032459736,0.014922917,-1.5833987
300,0.9436584905660378,7.5506783,0.01999414,0.020099938,-1.5791597,7.551038,0.020001143,0.020077795,-1.5796455
301,0.9468040188679245,7.590307,0.009059548,0.02498731,-1.5799265,7.590156,0.009099126,0.024953902,-1.5804127
302,0.9499495471698114,7.7437134,0.006803721,0.025183499,-1.5810704,7.7434855,0.0068339705,0.02517414,-1.5815676
303,0.9530950754716981,8.033467,-0.0002875328,0.0150381625,-1.5897665,8.033868,-0.00016993284,0.015028298,-1.5902811
304,0.956240603773585,8.669084,-0.0062841475,0.013314605,-1.5977688,8.6675205,-0.0061879456,0.013315797,-1.5982782
305,0.9593861320754717,8.911657,-0.013093621,0.004500419,-1.5998263,8.910243,-0.013071328,0.0045260787,-1.6003157
306,0.9625316603773585,8.841486,-0.029281914,0.014876723,-1.5944684,8.8396845,-0.029160649,0.014878094,-1.5949761
307,0.9656771886792453,8.23742,-0.011630803,0.014443338,-1.5886781,8.234997,-0.011454999,0.014450371,-1.5891827
308,0.9688227169811321,8.859916,0.0087171495,0.016036272,-1.5830252,8.858528,0.008833498,0.016044647,-1.5835098
309,0.971968245283019,9.148116,0.010448545,0.026535958,-1.5685577,9.147062,0.010545403,0.026496857,-1.5690278
310,0.9751137735849057,9.113526,-0.0050264597,0.030034333,-1.5671127,9.114073,-0.0050094426,0.03002569,-1.5675803
311,0.9782593018867924,8.462162,-0.02190867,0.055602044,-1.5623326,8.464059,-0.021855354,0.055544674,-1.5628132
312,0.9814048301886793,8.144302,-0.061195284,0.069067,-1.5562823,8.146542,-0.06117454,0.06899786,-1.5567592
313,0.984550358490566,8.125908,-0.05519238,0.055869043,-1.5597968,8.126892,-0.055094182,0.05578065,-1.5602776
314,0.9876958867924529,7.4264526,-0.07473397,0.071294874,-1.5613134,7.4277906,-0.074597806,0.0712153,-1.561776
315,0.9908414150943397,5.705405,-0.1064634,0.085775614,-1.5652099,5.7079787,-0.106376946,0.08568385,-1.5656856
316,0.9939869433962265,6.0901165,-0.1198414,0.061843336,-1.5653617,6.090416,-0.11975077,0.061783195,-1.5658392
317,0.9971324716981133,6.9205894,-0.1420769,0.07295933,-1.5501823,6.920043,-0.14197637,0.072904974,-1.5506388
318,1.000278,8.971822,-0.10264027,0.039396375,-1.5421889,8.970934,-0.10256323,0.039361626,-1.542672
319,1.0034235283018869,9.874203,-0.080161005,0.035832465,-1.5411105,9.870884,-0.08006734,0.03581381,-1.5415937
320,1.0065690566037737,10.209534,-0.046398133,0.040335894,-1.5352459,10.207722,-0.046244234,0.04027012,-1.5356935
321,1.0097145849056604,10.430069,-0.05181673,0.04772812,-1.541121,10.427933,-0.051745087,0.047667295,-1.5415932
322,1.0128601132075472,10.62178,-0.050238967,0.05023852,-1.543314,10.619123,-0.05017343,0.050183028,-1.5437952
323,1.016005641509434,10.585564,-0.030012935,0.047893137,-1.5395007,10.582828,-0.029926687,0.04781121,-1.5399576
324,1.0191511698113207,11.088885,-0.04959753,0.041736066,-1.5349691,11.086554,-0.049513638,0.0416632,-1.5354334
325,1.0222966981132076,10.888304,-0.041090578,0.030195564,-1.5274723,10.885637,-0.041001767,0.03012678,-1.5279394
326,1.0254422264150944,10.847863,-0.021677256,0.032434613,-1.5176625,10.84463,-0.021562964,0.03238347,-1.5181242
327,1.0285877547169813,10.471082,-0.0030261278,0.036141574,-1.5257719,10.467371,-0.002940327,0.03608823,-1.5262419
328,1.031733283018868,10.453385,0.0010763705,0.044095874,-1.5275936,10.450084,0.001109004,0.044063777,-1.5280803
329,1.0348788113207548,10.423584,0.0005528927,0.050168842,-1.530767,10.420195,0.0005733371,0.050134897,-1.5312699
330,1.0380243396226416,10.602945,-0.014392078,0.053138614,-1.5312302,10.600451,-0.014397055,0.053087533,-1.5317432
331,1.0411698679245283,10.636273,-0.022753447,0.05304724,-1.531049,10.633192,-0.022735208,0.05302295,-1.5315555
332,1.0443153962264151,10.625158,-0.024026453,0.052965432,-1.5280397,10.622904,-0.023888558,0.052884042,-1.5285326
333,1.047460924528302,10.41588,-0.00963226,0.049321175,-1.5271595,10.4130535,-0.009572238,0.049265087,-1.5276648
334,1.0506064528301888,10.334313,-0.009253889,0.050680846,-1.5311759,10.331555,-0.00919646,0.050623804,-1.5316793
335,1.0537519811320755,10.406391,-0.008077264,0.0548366,-1.5279965,10.40382,-0.008045286,0.05479303,-1.5284992
336,1.0568975094339623,10.422231,-0.016232938,0.05638829,-1.521251,10.4213705,-0.016107649,0.056314796,-1.5217391
337,1.0600430377358492,10.570252,-0.04388991,0.060235023,-1.5174181,10.569515,-0.043801755,0.060156584,-1.517903
338,1.0631885660377358,10.221615,-0.053906232,0.054916322,-1.5155544,10.223162,-0.053750306,0.05480814,-1.5160519
339,1.0663340943396227,10.149107,-0.03453836,0.0468823,-1.516804,10.148284,-0.034377664,0.04680893,-1.5173007
340,1.0694796226415095,10.002879,-0.021200687,0.045151025,-1.5139794,10.001305,-0.021143973,0.045106977,-1.5144614
341,1.0726251509433962,9.642665,-0.009566098,0.043856055,-1.5140681,9.6434145,-0.009459376,0.043768167,-1.5145303
342,1.075770679245283,9.159357,0.0069691837,0.049523473,-1.5192146,9.1620455,0.0070257485,0.049412698,-1.5196801
343,1.0789162075471699,8.869318,-0.019498467,0.05066803,-1.5256565,8.870252,-0.019399673,0.05056742,-1.526133
344,1.0820617358490567,7.8976207,-0.015877277,0.04361838,-1.5346813,7.9021044,-0.015915275,0.043488055,-1.5351518
345,1.0852072641509434,7.7501435,-0.006309986,0.036522627,-1.5396426,7.754421,-0.00635463,0.03641379,-1.5401288
346,1.0883527924528302,7.806819,-0.005003214,0.028225541,-1.5387642,7.810317,-0.0050244033,0.028133333,-1.5392519
347,1.091498320754717,7.6068316,0.005596727,0.03693065,-1.5347259,7.609969,0.0055735707,0.036825627,-1.5352072
348,1.0946438490566037,7.217529,0.00869301,0.044730663,-1.533987,7.220928,0.00868991,0.04459986,-1.53447
349,1.0977893773584906,7.323351,0.012408584,0.04263854,-1.5325141,7.326412,0.012466103,0.042455822,-1.5329486
350,1.1009349056603774,7.156212,0.01985249,0.042799234,-1.5332325,7.158837,0.019911468,0.042649537,-1.5336763
351,1.1040804339622643,6.710593,0.030964077,0.03872624,-1.5340543,6.713621,0.031043738,0.038551986,-1.5344862
352,1.107225962264151,6.8791924,0.03908339,0.036640406,-1.5335314,6.8817744,0.03914556,0.036491692,-1.533965
353,1.1103714905660378,7.094508,0.033412725,0.035351634,-1.5336573,7.09781,0.033430904,0.035202354,-1.5340992
354,1.1135170188679246,6.997916,0.018631577,0.03911996,-1.5343821,7.0014505,0.018655092,0.038998276,-1.5348359
355,1.1166625471698113,7.132253,0.011648715,0.039517224,-1.5336709,7.135405,0.011665314,0.039408892,-1.5341321
356,1.1198080754716981,6.921097,0.022489905,0.037149966,-1.5326762,6.924426,0.02246973,0.03702104,-1.5331591
357,1.122953603773585,6.951027,0.029201627,0.033954233,-1.5288994,6.955229,0.029183984,0.033818275,-1.5293652
358,1.1260991320754719,6.9800854,0.024080306,0.03430569,-1.5299628,6.9839563,0.024070859,0.03418675,-1.5304421
359,1.1292446603773585,7.038849,0.0094252825,0.038904965,-1.5326157,7.042575,0.009486526,0.038757175,-1.5330967
360,1.1323901886792453,6.921312,-0.006604016,0.040457845,-1.5376368,6.924936,-0.0065062046,0.040290266,-1.5381197
361,1.1355357169811322,7.141163,-0.016202688,0.041876078,-1.5405724,7.145233,-0.016040057,0.04170677,-1.5410548
362,1.1386812452830188,7.459909,-0.015104562,0.04484251,-1.5427542,7.4639425,-0.015050232,0.04472199,-1.5432123
363,1.1418267735849057,7.6178913,-0.02274403,0.048969746,-1.5421851,7.621436,-0.022718877,0.048849046,-1.5426663
364,1.1449723018867926,7.9564924,-0.027177304,0.05782327,-1.5390406,7.9605594,-0.027166635,0.057694227,-1.5395225
365,1.1481178301886792,7.8453074,-0.013156712,0.06237945,-1.5336633,7.849122,-0.0131442845,0.06223908,-1.5341436
366,1.151263358490566,7.328581,-0.0032357574,0.06350261,-1.5312581,7.3315153,-0.0031004846,0.06333515,-1.5317398
367,1.154408886792453,8.21867,0.0011377037,0.0551686,-1.5247233,8.220821,0.001231879,0.055040836,-1.5251693
368,1.1575544150943398,8.571029,0.012287885,0.050162703,-1.5207269,8.572749,0.012365431,0.050073594,-1.5211822
369,1.1606999433962264,8.872545,0.0015258789,0.046510935,-1.5186758,8.874366,0.0016000867,0.04643503,-1.519138
370,1.1638454716981133,8.732289,-0.015844077,0.050023675,-1.5190611,8.734867,-0.01572156,0.049901605,-1.5195216
371,1.1669910000000001,8.933389,-0.011251628,0.039225817,-1.5193975,8.934624,-0.011176616,0.03912413,-1.5198435
372,1.1701365283018867,8.940691,-0.009970576,0.038535357,-1.5225887,8.942423,-0.009944946,0.038460344,-1.5230719
373,1.1732820566037736,8.97913,0.0011442304,0.031472623,-1.522707,8.980724,0.0012183487,0.031396538,-1.5231653
374,1.1764275849056605,9.899211,-0.016210467,0.025125116,-1.5227025,9.90007,-0.016093701,0.025057286,-1.5231797
375,1.1795731132075473,9.831107,-0.03135279,0.030016065,-1.5195029,9.831424,-0.031229198,0.029940188,-1.5199746
376,1.182718641509434,10.107729,-0.03219068,0.031185418,-1.5144913,10.107462,-0.032063186,0.031133264,-1.5149482
377,1.1858641698113208,10.473988,-0.03696692,0.032388747,-1.5135722,10.474377,-0.036893487,0.03234881,-1.5140451
378,1.1890096981132077,10.871214,-0.039365917,0.035916537,-1.5119412,10.869257,-0.03931749,0.035891593,-1.5124043
379,1.1921552264150943,11.062035,-0.04653403,0.03957987,-1.5150461,11.060628,-0.04647672,0.039553702,-1.515489
380,1.1953007547169812,11.106548,-0.06305969,0.03278038,-1.5167954,11.105741,-0.062992275,0.032749236,-1.5172387
381,1.198446283018868,10.764118,-0.060892403,0.019410282,-1.5133567,10.763532,-0.060828805,0.019370675,-1.51382
382,1.2015918113207549,10.435492,-0.06340608,0.029274821,-1.5209911,10.434664,-0.063388616,0.029267669,-1.5214759
383,1.2047373396226415,10.487611,-0.07742959,0.025260776,-1.5227776,10.48737,-0.07741591,0.025252134,-1.523264
384,1.2078828679245284,10.612243,-0.06312814,0.02290836,-1.5126383,10.61169,-0.0630638,0.022884995,-1.5131053
385,1.2110283962264152,10.727165,-0.06102264,0.028945565,-1.5093112,10.726305,-0.060895026,0.02891776,-1.5097636
386,1.2141739245283019,11.108997,-0.064463854,0.032073796,-1.5140913,11.107751,-0.064343065,0.032067686,-1.514587
387,1.2173194528301887,11.319262,-0.07574561,0.037421286,-1.5155377,11.316945,-0.07567069,0.037409514,-1.5160517
388,1.2204649811320756,11.064162,-0.065654516,0.040795594,-1.5228777,11.06102,-0.06551239,0.04080695,-1.5233845
389,1.2236105094339622,11.069267,-0.060399473,0.03981453,-1.5270326,11.06575,-0.06032142,0.03982812,-1.527527
390,1.226756037735849,11.12018,-0.057610273,0.037914097,-1.5297,11.116509,-0.057519376,0.03791192,-1.5301932
391,1.229901566037736,11.567769,-0.08097255,0.035464108,-1.5298893,11.565495,-0.080902964,0.03541395,-1.5303601
392,1.2330470943396228,11.354694,-0.08419207,0.036443323,-1.5346882,11.351404,-0.08407596,0.036418706,-1.5351576
393,1.2361926226415094,11.223094,-0.08091748,0.03707272,-1.5358257,11.220038,-0.080840826,0.037035137,-1.5362982
394,1.2393381509433963,11.102556,-0.061490685,0.038500786,-1.5341463,11.099764,-0.061433017,0.03848505,-1.5346168
395,1.2424836792452831,11.112804,-0.06369877,0.028930426,-1.535003,11.110111,-0.063643485,0.02890113,-1.5354692
396,1.2456292075471698,11.041299,-0.05181873,0.023305744,-1.5351183,11.03821,-0.05169159,0.023276776,-1.5355817
397,1.2487747358490566,10.876646,-0.040795386,0.028746843,-1.5440907,10.87383,-0.040698797,0.028726667,-1.5445529
398,1.2519202641509435,10.879906,-0.05257374,0.031437933,-1.5424764,10.877052,-0.052479565,0.0314098,-1.5429293
399,1.2550657924528303,10.417182,-0.025044441,0.041902512,-1.5505271,10.41474,-0.024989128,0.041869253,-1.551035
400,1.258211320754717,10.2303915,-0.016205847,0.04925227,-1.5527534,10.228056,-0.016150266,0.049227595,-1.5532523
401,1.2613568490566038,10.429334,-0.034806162,0.03977734,-1.5576346,10.428195,-0.034753203,0.039753675,-1.5581115
402,1.2645023773584907,10.478548,-0.056620598,0.030915618,-1.5526724,10.477497,-0.056491584,0.030897409,-1.5531689
403,1.2676479056603773,9.770852,-0.088460624,0.037014246,-1.5500729,9.77094,-0.08836481,0.037001997,-1.5505563
404,1.2707934339622642,8.746183,-0.12957026,0.060952485,-1.5567427,8.744511,-0.12954566,0.06096083,-1.5572106
405,1.273938962264151,6.151153,-0.106199116,0.08437359,-1.5696943,6.14931,-0.106119394,0.084299654,-1.5701951
406,1.277084490566038,4.916276,-0.08354154,0.06526175,-1.5852094,4.9130797,-0.08341581,0.06521681,-1.5857259
407,1.2802300188679245,6.177,-0.079009295,0.044284612,-1.5898311,6.175122,-0.07893178,0.044279516,-1.5903672
408,1.2833755471698114,7.988794,-0.04543081,0.015818566,-1.591346,7.986159,-0.045344055,0.015878648,-1.5918738
409,1.2865210754716982,9.532291,-0.026654124,-0.0048234165,-1.5896721,9.531595,-0.02660954,-0.0048108995,-1.5902086
410,1.2896666037735849,10.411356,-0.039610744,-0.025263429,-1.5810633,10.410295,-0.039521366,-0.025180489,-1.581554
411,1.2928121320754717,11.017867,-0.03387478,-0.019748122,-1.5750172,11.015122,-0.033794373,-0.019675016,-1.5755304
412,1.2959576603773586,10.571576,-0.019478947,-0.03076896,-1.5774415,10.569826,-0.0193941,-0.030663311,-1.5779382
413,1.2991031886792452,9.786385,0.00047773123,-0.036664397,-1.5610774,9.786201,0.0005585849,-0.036566854,-1.5615538
414,1.302248716981132,9.482044,0.018525839,-0.042942226,-1.550442,9.481522,0.018580168,-0.042830735,-1.5509077
415,1.305394245283019,9.546699,0.009678423,-0.046004713,-1.5443904,9.542086,0.009745747,-0.045912623,-1.54486
416,1.3085397735849058,9.328921,0.028183341,-0.05191812,-1.5362012,9.323633,0.028229386,-0.05185026,-1.5366596
417,1.3116853018867924,8.951849,0.027419895,-0.057308614,-1.5317788,8.944333,0.027443737,-0.057252407,-1.5322014
418,1.3148308301886793,8.546326,0.011780888,-0.0578956,-1.5348969,8.53783,0.011809975,-0.057854474,-1.5353202
419,1.3179763584905662,8.652221,0.008978814,-0.058909953,-1.539032,8.642418,0.009019643,-0.058877617,-1.5394555
420,1.3211218867924528,8.65205,-0.005810082,-0.048899144,-1.5458024,8.640533,-0.0057448745,-0.048873782,-1.5462121
421,1.3242674150943397,9.126994,-0.006941378,-0.051196575,-1.5492542,9.11595,-0.0069086254,-0.05120346,-1.549658
422,1.3274129433962265,9.07459,-0.004681945,-0.056462973,-1.5513949,9.063676,-0.004653871,-0.056428075,-1.5517944
423,1.3305584716981134,8.599664,0.00065660477,-0.04626733,-1.5564768,8.588333,0.0006823242,-0.046228886,-1.5568794
424,1.333704,8.213953,0.010360867,-0.041723967,-1.5578141,8.201951,0.01039803,-0.041657925,-1.5582088
425,1.3368495283018869,8.124392,0.009795219,-0.040777713,-1.5540202,8.11256,0.009836644,-0.040709645,-1.5544132
426,1.3399950566037737,8.719999,0.007843047,-0.04562223,-1.5579555,8.708519,0.007864863,-0.04556948,-1.5583545
427,1.3431405849056604,9.314025,0.0037492216,-0.040948033,-1.5639148,9.303572,0.0037614405,-0.040891767,-1.5643531
428,1.3462861132075472,9.5642805,0.0076114833,-0.03394544,-1.572371,9.554921,0.0076475143,-0.033893555,-1.5728027
429,1.349431641509434,9.574194,0.0041840076,-0.026127398,-1.5793955,9.565308,0.0041979253,-0.026076227,-1.5798398
430,1.352577169811321,9.505134,0.005656481,-0.02293408,-1.5801871,9.495388,0.0057318807,-0.0228858,-1.5806261
431,1.3557226981132076,8.7852125,-0.0031002164,-0.020075262,-1.5755596,8.773215,-0.002995789,-0.020039946,-1.5760025
432,1.3588682264150944,8.619923,-0.008920461,-0.023176163,-1.5676012,8.60765,-0.00884974,-0.02312991,-1.5680238
433,1.3620137547169813,8.627854,-0.007260233,-0.022454202,-1.5702915,8.615956,-0.0071994364,-0.022411734,-1.5707148
434,1.365159283018868,8.912541,0.002461344,-0.024932384,-1.5719533,8.902521,0.002532512,-0.024881274,-1.5723885
435,1.3683048113207548,9.679913,0.0029389262,-0.032121032,-1.5710232,9.670802,0.002960056,-0.032059073,-1.5714704
436,1.3714503396226416,10.093624,-0.00014615059,-0.042185426,-1.5708942,10.083735,-0.00013825297,-0.042116076,-1.5713435
437,1.3745958679245283,10.05552,0.00388515,-0.038298666,-1.5711944,10.045718,0.0038993657,-0.038229853,-1.571648
438,1.3777413962264151,9.83606,-0.00024342537,-0.03902948,-1.5668538,9.826631,-0.00022923946,-0.03895068,-1.5673057
439,1.380886924528302,9.474639,0.002437383,-0.03826523,-1.5665748,9.465198,0.002472192,-0.03819391,-1.5670258
440,1.3840324528301888,9.427425,0.0040692687,-0.041983396,-1.5631084,9.417606,0.0040974915,-0.04190877,-1.5635449
441,1.3871779811320755,9.229916,0.0060129166,-0.043397576,-1.5631411,9.219465,0.0060721934,-0.043343276,-1.5635585
442,1.3903235094339623,9.3460455,0.0056223273,-0.043533623,-1.5662844,9.33509,0.0056818724,-0.043469667,-1.5667146
443,1.3934690377358492,9.336434,0.006279558,-0.047030807,-1.5648651,9.325383,0.006343186,-0.046964824,-1.5652996
444,1.3966145660377358,8.779211,0.0038596392,-0.04638809,-1.5607829,8.7675905,0.003915876,-0.046334,-1.5611931
445,1.3997600943396227,8.97572,-0.0009711087,-0.05167097,-1.552424,8.964463,-0.00093600154,-0.05161786,-1.5528423
446,1.4029056226415095,9.1199465,0.0030124187,-0.052022487,-1.5500302,9.108049,0.0030259788,-0.051989317,-1.5504438
447,1.4060511509433964,9.180685,0.0012287796,-0.053441644,-1.5551941,9.169245,0.0012417734,-0.053383708,-1.5555946
448,1.409196679245283,9.345555,-0.0002246201,-0.051953733,-1.561075,9.333837,-0.00017228723,-0.051913828,-1.5614735
449,1.4123422075471699,9.367093,0.0029151142,-0.043919683,-1.5658336,9.355833,0.002963543,-0.043864846,-1.5662686
450,1.4154877358490567,9.175849,0.00052559376,-0.032705545,-1.5657642,9.165189,0.00059366226,-0.0326342,-1.5661951
451,1.4186332641509434,9.021248,-0.0015757084,-0.026234984,-1.562938,9.010646,-0.0014635623,-0.026201546,-1.5633796
452,1.4217787924528302,8.963811,-0.007472366,-0.020070553,-1.568841,8.9514885,-0.0073285997,-0.020050436,-1.5692664
453,1.424924320754717,8.891874,0.009237319,-0.0197756,-1.5695503,8.880743,0.009316236,-0.019751549,-1.5699714
454,1.428069849056604,9.082448,0.019222766,-0.026970267,-1.5632236,9.071577,0.019336224,-0.026938975,-1.5636293
455,1.4312153773584906,8.759473,0.01006332,-0.02933082,-1.5595982,8.748299,0.010118872,-0.029348522,-1.5599931
456,1.4343609056603774,8.465446,0.02132377,-0.014789283,-1.5607853,8.454178,0.021325171,-0.014795333,-1.5611752
