frame,t_s,tfl_vx,tfl_vy,tfl_vz,tfl_yaw,pt_vx,pt_vy,pt_vz,pt_yaw
446,1.4029056226415095,0.38450122,-0.09141475,-0.10820329,0.19374096,0.3849132,-0.09135473,-0.1078971,0.19362348
447,1.4060511509433964,0.36563683,-0.09466064,-0.105237484,0.18897569,0.36595905,-0.09458518,-0.10495126,0.18892711
448,1.409196679245283,0.36640894,-0.09885341,-0.085938215,0.1748805,0.36666155,-0.09880614,-0.085654676,0.17483199
449,1.4123422075471699,0.3460424,-0.10327536,-0.06561023,0.16152442,0.34628963,-0.103292644,-0.06531048,0.16144842
450,1.4154877358490567,0.3198594,-0.087459624,-0.08855772,0.14891618,0.32000875,-0.087429106,-0.0882892,0.14890009
451,1.4186332641509434,0.28977203,-0.08298111,-0.12787032,0.14067832,0.29009247,-0.08293337,-0.1275729,0.14062679
452,1.4217787924528302,0.2534765,-0.075486004,-0.13637233,0.13176787,0.25374913,-0.07548684,-0.13613403,0.1316678
453,1.424924320754717,0.26251018,-0.09151697,-0.14184558,0.13186884,0.26276863,-0.09152305,-0.14165151,0.131811
454,1.428069849056604,0.2771188,-0.108926356,-0.15949291,0.13959754,0.27738607,-0.10887295,-0.15929729,0.13954741
455,1.4312153773584906,0.28207672,-0.123308,-0.16357267,0.13564843,0.2823696,-0.123303115,-0.16336948,0.13559222
456,1.4343609056603774,0.27430058,-0.13026965,-0.17679584,0.13465235,0.27449763,-0.13028586,-0.1765917,0.13461462
457,1.4375064339622643,0.27259696,-0.12757778,-0.18233132,0.13199842,0.2727852,-0.1275518,-0.18218946,0.13195759
458,1.440651962264151,0.25622392,-0.12284595,-0.17800367,0.12850332,0.25643706,-0.12283337,-0.1778959,0.1284647
459,1.4437974905660378,0.25221682,-0.12391484,-0.1693629,0.13178751,0.25243068,-0.12389469,-0.16924483,0.1317681
460,1.4469430188679246,0.2620623,-0.11005807,-0.13495755,0.12837023,0.26245093,-0.11014485,-0.13475025,0.1283066
461,1.4500885471698113,0.31278276,-0.10300279,-0.112638,0.12846258,0.31309628,-0.103013396,-0.1123693,0.12842041
462,1.4532340754716981,0.3508916,-0.12914062,-0.065626144,0.121861845,0.35105467,-0.12914276,-0.065422,0.12177408
463,1.456379603773585,0.387228,-0.115573704,-0.075425625,0.10671908,0.3875165,-0.115529835,-0.07512975,0.106630296
464,1.4595251320754719,0.39919794,-0.11481261,-0.10437447,0.112294614,0.39961386,-0.114834666,-0.10411805,0.112253934
465,1.4626706603773585,0.31259346,-0.12706631,-0.12255162,0.13559067,0.31298327,-0.12705904,-0.122316,0.13556272
466,1.4658161886792453,0.32112753,-0.09948981,-0.17566246,0.118588,0.32155037,-0.09949231,-0.17542952,0.118438244
467,1.4689617169811322,0.27389932,-0.03479129,-0.22928184,0.14248675,0.27411437,-0.034791946,-0.22906369,0.14231718
468,1.4721072452830188,0.14664543,-0.0017884374,-0.2235061,0.103805065,0.14671862,-0.0016970038,-0.22341752,0.10368219
469,1.4752527735849057,0.07691419,0.0019469261,-0.20321852,0.13078493,0.07683015,0.0021486282,-0.2032175,0.13061762
470,1.4783983018867926,0.06374323,0.013517261,-0.2247423,0.1404556,0.06346977,0.013848066,-0.22486323,0.14014703
471,1.4815438301886794,0.035768867,0.02295041,-0.22835624,0.1852358,0.035243392,0.023216963,-0.22858346,0.18493584
472,1.484689358490566,0.00665009,0.06863737,-0.26636642,0.21610177,0.006087661,0.068927765,-0.2665596,0.21581346
473,1.487834886792453,0.0056741238,0.034989357,-0.2762918,0.22098029,0.0048063993,0.035366535,-0.27662724,0.22079653
474,1.4909804150943398,0.005489826,0.05486214,-0.27135885,0.20168865,0.0046316385,0.055431724,-0.27184272,0.20143664
475,1.4941259433962264,-0.020898998,0.05600512,-0.2658993,0.15867895,-0.02187413,0.056709886,-0.26630843,0.15863657
476,1.4972714716981133,0.039778113,0.061608434,-0.2662968,0.11874375,0.038556576,0.06210816,-0.26673198,0.118733495
477,1.5004170000000001,-0.0070803165,0.04878235,-0.2825219,0.12906718,-0.008245468,0.049563766,-0.28268796,0.12928593
478,1.503562528301887,0.0433985,0.053883195,-0.28098005,0.11198121,0.04247284,0.054395318,-0.28120136,0.112001
479,1.5067080566037736,0.035804033,0.0806247,-0.30084932,0.10279459,0.034689784,0.0811398,-0.30113614,0.10279328
480,1.5098535849056605,-0.026457846,0.075760365,-0.3271222,0.14150697,-0.027430475,0.07624066,-0.32734615,0.14153561
481,1.5129991132075473,-0.025556207,0.12026501,-0.36809504,0.16548711,-0.026582003,0.12079215,-0.36836505,0.16561422
482,1.516144641509434,-0.0020828843,0.095755816,-0.3957696,0.15061,-0.0031668544,0.0961498,-0.39609027,0.15080202
483,1.5192901698113208,0.025076985,0.101596355,-0.38631868,0.13486093,0.023833752,0.10199678,-0.38680857,0.13514361
484,1.5224356981132077,-0.2625227,0.03330481,-0.38615805,0.21216923,-0.2640732,0.034069777,-0.38672823,0.21264315
485,1.5255812264150943,-0.41109478,-0.080194294,-0.3508436,0.30004883,-0.4130491,-0.07945073,-0.35148364,0.3
486,1.5287267547169812,-0.412745,-0.073732734,-0.34908265,0.30004883,-0.41423917,-0.07304883,-0.34979677,0.3
487,1.531872283018868,-0.5696626,-0.12478191,-0.28929746,0.30004883,-0.57078904,-0.12435353,-0.28989744,0.3
488,1.5350178113207549,-0.8735239,-0.16110063,-0.21493924,0.30004883,-0.87384355,-0.16079092,-0.21540797,0.3
489,1.5381633396226415,-0.9472759,-0.21231067,-0.16586995,0.30004883,-0.9472298,-0.21204823,-0.16626275,0.3
490,1.5413088679245284,-0.8624757,-0.14300674,-0.16751027,0.30004883,-0.8626027,-0.14265299,-0.16787165,0.3
491,1.5444543962264152,-0.82469475,-0.18885541,-0.20534837,0.30004883,-0.8247129,-0.18852818,-0.2057383,0.3
492,1.5475999245283019,-0.820661,-0.22169197,-0.19027787,0.30004883,-0.82065785,-0.22140503,-0.19052446,0.3
493,1.5507454528301887,-0.8190076,-0.22887826,-0.18766606,0.30004883,-0.8190949,-0.2284736,-0.18797147,0.3
494,1.5538909811320756,-0.82567126,-0.23654544,-0.19517875,0.30004883,-0.82578886,-0.2362138,-0.19545388,0.3
495,1.5570365094339624,-0.8224783,-0.24220228,-0.19875401,0.30004883,-0.8226334,-0.24187791,-0.19913667,0.3
496,1.560182037735849,-0.794204,-0.25168037,-0.19075048,0.30004883,-0.7942982,-0.25133824,-0.19115692,0.3
497,1.563327566037736,-0.79173464,-0.2520268,-0.19130635,0.30004883,-0.79181117,-0.25168252,-0.19171757,0.3
498,1.5664730943396228,-0.8144351,-0.24486268,-0.20026553,0.30004883,-0.8145735,-0.24450827,-0.20067751,0.3
499,1.5696186226415094,-0.81121767,-0.24468708,-0.20179868,0.30004883,-0.8113405,-0.2443378,-0.20221204,0.3
500,1.5727641509433963,-0.7545114,-0.27133334,-0.18447113,0.30004883,-0.754627,-0.2710464,-0.18489367,0.3
501,1.5759096792452831,-0.7712607,-0.26261318,-0.19130647,0.30004883,-0.771396,-0.2622689,-0.19172537,0.3
502,1.57905520754717,-0.79036695,-0.2569554,-0.20145655,0.30004883,-0.7904929,-0.2566867,-0.20184875,0.3
503,1.5822007358490566,-0.78314465,-0.26286697,-0.19719386,0.30004883,-0.78322935,-0.26260835,-0.1975832,0.3
504,1.5853462641509435,-0.7744977,-0.26872993,-0.18849838,0.30004883,-0.77461016,-0.26846272,-0.18892705,0.3
505,1.5884917924528303,-0.7835443,-0.2599753,-0.19565547,0.30004883,-0.7836715,-0.25969136,-0.19607472,0.3
506,1.591637320754717,-0.7871225,-0.2617116,-0.19754255,0.30004883,-0.7872701,-0.2614435,-0.19795573,0.3
507,1.5947828490566038,-0.76618385,-0.27467048,-0.18434191,0.30004883,-0.7663071,-0.27438414,-0.18466455,0.3
508,1.5979283773584907,-0.763681,-0.2761085,-0.18353224,0.30004883,-0.76380676,-0.27581704,-0.18384552,0.3
509,1.6010739056603773,-0.7844337,-0.2669255,-0.19496423,0.30004883,-0.78458005,-0.2666614,-0.19535434,0.3
510,1.6042194339622642,-0.7641597,-0.28584886,-0.19224167,0.30004883,-0.76427186,-0.28564668,-0.19258726,0.3
511,1.607364962264151,-0.7430929,-0.29261398,-0.17858332,0.30004883,-0.74328476,-0.29231822,-0.17888367,0.3
512,1.610510490566038,-0.74342614,-0.29302692,-0.17855233,0.30004883,-0.7436258,-0.29272413,-0.17885834,0.3
513,1.6136560188679245,-0.7605191,-0.28314257,-0.18972105,0.30004883,-0.76066506,-0.28287148,-0.19007134,0.3
514,1.6168015471698114,-0.7563191,-0.28437918,-0.18846595,0.30004883,-0.7564517,-0.28411746,-0.18881887,0.3
515,1.6199470754716983,-0.74308014,-0.29080462,-0.18041706,0.30004883,-0.74324733,-0.29051703,-0.18077844,0.3
516,1.6230926037735849,-0.74605006,-0.29109758,-0.18109965,0.30004883,-0.7461947,-0.29080725,-0.18148768,0.3
517,1.6262381320754717,-0.75738394,-0.28556502,-0.1903261,0.30004883,-0.7574965,-0.28530252,-0.19067788,0.3
518,1.6293836603773586,-0.7441832,-0.2925216,-0.18329006,0.30004883,-0.7443385,-0.29224926,-0.18365341,0.3
519,1.6325291886792455,-0.73538375,-0.29582655,-0.17799562,0.30004883,-0.7355649,-0.29553032,-0.17837727,0.3
520,1.635674716981132,-0.7048202,-0.301786,-0.18934655,0.30004883,-0.7050483,-0.3015309,-0.18966037,0.3
521,1.638820245283019,-0.705253,-0.30195314,-0.18924493,0.30004883,-0.7054975,-0.3017217,-0.18953341,0.3
522,1.6419657735849058,-0.68045384,-0.31035388,-0.17522717,0.30004883,-0.68065643,-0.31008512,-0.17554325,0.3
523,1.6451113018867924,-0.67903996,-0.31060147,-0.17556906,0.30004883,-0.67926675,-0.3103224,-0.17588496,0.3
524,1.6482568301886793,-0.7017839,-0.30308163,-0.1870243,0.30004883,-0.7019554,-0.3028189,-0.18730915,0.3
525,1.6514023584905662,-0.7020449,-0.30261743,-0.18703723,0.30004883,-0.7022493,-0.302355,-0.18732488,0.3
526,1.6545478867924528,-0.6834151,-0.31009156,-0.17643541,0.30004883,-0.6835834,-0.30975735,-0.17680776,0.3
527,1.6576934150943397,-0.68735135,-0.30825007,-0.17753136,0.30004883,-0.687528,-0.30792528,-0.17790544,0.3
528,1.6608389433962265,-0.7053134,-0.3026203,-0.18766469,0.30004883,-0.7055232,-0.30234873,-0.18798786,0.3
529,1.6639844716981134,-0.6999268,-0.30426174,-0.18523943,0.30004883,-0.7001257,-0.30396044,-0.18556774,0.3
